"Date(UTC)","UnixTimeStamp","Value"
"6/15/2022","1655251200","168018"
"6/16/2022","1655337600","117740"
"6/17/2022","1655424000","90752"
"6/18/2022","1655510400","109211"
"6/19/2022","1655596800","116132"
"6/20/2022","1655683200","112747"
"6/21/2022","1655769600","110025"
"6/22/2022","1655856000","126865"
"6/23/2022","1655942400","105185"
"6/24/2022","1656028800","115759"
"6/25/2022","1656115200","107459"
"6/26/2022","1656201600","119375"
"6/27/2022","1656288000","146701"
"6/28/2022","1656374400","69818"
"6/29/2022","1656460800","77103"
"6/30/2022","1656547200","78560"
"7/1/2022","1656633600","88363"
"7/2/2022","1656720000","59302"
"7/3/2022","1656806400","60144"
"7/4/2022","1656892800","73263"
"7/5/2022","1656979200","66086"
"7/6/2022","1657065600","71079"
"7/7/2022","1657152000","56529"
"7/8/2022","1657238400","77062"
"7/9/2022","1657324800","54387"
"7/10/2022","1657411200","55608"
"7/11/2022","1657497600","61772"
"7/12/2022","1657584000","57982"
"7/13/2022","1657670400","82771"
"7/14/2022","1657756800","84758"
"7/15/2022","1657843200","96168"
"7/16/2022","1657929600","86163"
"7/17/2022","1658016000","92441"
"7/18/2022","1658102400","127899"
"7/19/2022","1658188800","129440"
"7/20/2022","1658275200","130063"
"7/21/2022","1658361600","115780"
"7/22/2022","1658448000","123503"
"7/23/2022","1658534400","122753"
"7/24/2022","1658620800","120842"
"7/25/2022","1658707200","111980"
"7/26/2022","1658793600","120125"
"7/27/2022","1658880000","215747"
"7/28/2022","1658966400","239974"
"7/29/2022","1659052800","271724"
"7/30/2022","1659139200","213770"
"7/31/2022","1659225600","170069"
"8/1/2022","1659312000","148899"
"8/2/2022","1659398400","184361"
"8/3/2022","1659484800","195589"
"8/4/2022","1659571200","220004"
"8/5/2022","1659657600","215635"
"8/6/2022","1659744000","142749"
"8/7/2022","1659830400","112160"
"8/8/2022","1659916800","154660"
"8/9/2022","1660003200","123248"
"8/10/2022","1660089600","152731"
"8/11/2022","1660176000","142975"
"8/12/2022","1660262400","105903"
"8/13/2022","1660348800","104221"
"8/14/2022","1660435200","103694"
"8/15/2022","1660521600","135004"
"8/16/2022","1660608000","176305"
"8/17/2022","1660694400","137055"
"8/18/2022","1660780800","111102"
"8/19/2022","1660867200","168662"
"8/20/2022","1660953600","140351"
"8/21/2022","1661040000","110442"
"8/22/2022","1661126400","120883"
"8/23/2022","1661212800","131952"
"8/24/2022","1661299200","122949"
"8/25/2022","1661385600","101514"
"8/26/2022","1661472000","137911"
"8/27/2022","1661558400","116025"
"8/28/2022","1661644800","115266"
"8/29/2022","1661731200","138127"
"8/30/2022","1661817600","172215"
"8/31/2022","1661904000","154029"
"9/1/2022","1661990400","195086"
"9/2/2022","1662076800","143284"
"9/3/2022","1662163200","106175"
"9/4/2022","1662249600","94642"
"9/5/2022","1662336000","103107"
"9/6/2022","1662422400","158564"
"9/7/2022","1662508800","121422"
"9/8/2022","1662595200","114636"
"9/9/2022","1662681600","127790"
"9/10/2022","1662768000","104117"
"9/11/2022","1662854400","103759"
"9/12/2022","1662940800","119171"
"9/13/2022","1663027200","149004"
"9/14/2022","1663113600","130732"
"9/15/2022","1663200000","173611"
"9/16/2022","1663286400","124079"
"9/17/2022","1663372800","85182"
"9/18/2022","1663459200","110520"
"9/19/2022","1663545600","148858"
"9/20/2022","1663632000","226936"
"9/21/2022","1663718400","348109"
"9/22/2022","1663804800","274962"
"9/23/2022","1663891200","319024"
"9/24/2022","1663977600","211730"
"9/25/2022","1664064000","221118"
"9/26/2022","1664150400","222407"
"9/27/2022","1664236800","206200"
"9/28/2022","1664323200","263168"
"9/29/2022","1664409600","237450"
"9/30/2022","1664496000","240545"
"10/1/2022","1664582400","213504"
"10/2/2022","1664668800","227823"
"10/3/2022","1664755200","191750"
"10/4/2022","1664841600","179321"
"10/5/2022","1664928000","247165"
"10/6/2022","1665014400","257540"
"10/7/2022","1665100800","211184"
"10/8/2022","1665187200","196213"
"10/9/2022","1665273600","129927"
"10/10/2022","1665360000","135594"
"10/11/2022","1665446400","179074"
"10/12/2022","1665532800","181653"
"10/13/2022","1665619200","268025"
"10/14/2022","1665705600","183416"
"10/15/2022","1665792000","192696"
"10/16/2022","1665878400","192951"
"10/17/2022","1665964800","175297"
"10/18/2022","1666051200","190270"
"10/19/2022","1666137600","166494"
"10/20/2022","1666224000","170062"
"10/21/2022","1666310400","190770"
"10/22/2022","1666396800","166293"
"10/23/2022","1666483200","210865"
"10/24/2022","1666569600","209287"
"10/25/2022","1666656000","259756"
"10/26/2022","1666742400","289588"
"10/27/2022","1666828800","297100"
"10/28/2022","1666915200","270044"
"10/29/2022","1667001600","284742"
"10/30/2022","1667088000","285441"
"10/31/2022","1667174400","264745"
"11/1/2022","1667260800","290724"
"11/2/2022","1667347200","314801"
"11/3/2022","1667433600","295421"
"11/4/2022","1667520000","343829"
"11/5/2022","1667606400","358613"
"11/6/2022","1667692800","393770"
"11/7/2022","1667779200","350527"
"11/8/2022","1667865600","477324"
"11/9/2022","1667952000","499720"
"11/10/2022","1668038400","336375"
"11/11/2022","1668124800","401788"
"11/12/2022","1668211200","330581"
"11/13/2022","1668297600","304406"
"11/14/2022","1668384000","328158"
"11/15/2022","1668470400","302898"
"11/16/2022","1668556800","297640"
"11/17/2022","1668643200","320277"
"11/18/2022","1668729600","318779"
"11/19/2022","1668816000","393615"
"11/20/2022","1668902400","394107"
"11/21/2022","1668988800","417687"
"11/22/2022","1669075200","385788"
"11/23/2022","1669161600","411735"
"11/24/2022","1669248000","426799"
"11/25/2022","1669334400","361965"
"11/26/2022","1669420800","363635"
"11/27/2022","1669507200","366053"
"11/28/2022","1669593600","335026"
"11/29/2022","1669680000","345501"
"11/30/2022","1669766400","369005"
"12/1/2022","1669852800","357831"
"12/2/2022","1669939200","355633"
"12/3/2022","1670025600","344441"
"12/4/2022","1670112000","348802"
"12/5/2022","1670198400","370782"
"12/6/2022","1670284800","347133"
"12/7/2022","1670371200","349876"
"12/8/2022","1670457600","407892"
"12/9/2022","1670544000","362898"
"12/10/2022","1670630400","454766"
"12/11/2022","1670716800","423485"
"12/12/2022","1670803200","448852"
"12/13/2022","1670889600","512257"
"12/14/2022","1670976000","590670"
"12/15/2022","1671062400","473928"
"12/16/2022","1671148800","468702"
"12/17/2022","1671235200","538130"
"12/18/2022","1671321600","437497"
"12/19/2022","1671408000","409962"
"12/20/2022","1671494400","538228"
"12/21/2022","1671580800","600810"
"12/22/2022","1671667200","544547"
"12/23/2022","1671753600","502035"
"12/24/2022","1671840000","461441"
