"Date(UTC)","UnixTimeStamp","Value"
"7/14/2021","1626220800","5042"
"7/15/2021","1626307200","4948"
"7/16/2021","1626393600","4886"
"7/17/2021","1626480000","4818"
"7/18/2021","1626566400","4707"
"7/19/2021","1626652800","4797"
"7/20/2021","1626739200","4825"
"7/21/2021","1626825600","4832"
"7/22/2021","1626912000","5011"
"7/23/2021","1626998400","4827"
"7/24/2021","1627084800","1114"
"7/25/2021","1627171200","4426"
"7/26/2021","1627257600","5332"
"7/27/2021","1627344000","5438"
"7/28/2021","1627430400","5512"
"7/29/2021","1627516800","5325"
"7/30/2021","1627603200","4971"
"7/31/2021","1627689600","4314"
"8/1/2021","1627776000","4447"
"8/2/2021","1627862400","4400"
"8/3/2021","1627948800","4421"
"8/4/2021","1628035200","4536"
"8/5/2021","1628121600","4644"
"8/6/2021","1628208000","2345"
"8/7/2021","1628294400","324"
"8/8/2021","1628380800","320"
"8/9/2021","1628467200","364"
"8/10/2021","1628553600","295"
"8/11/2021","1628640000","289"
"8/12/2021","1628726400","513"
"8/13/2021","1628812800","253"
"8/14/2021","1628899200","249"
"8/15/2021","1628985600","224"
"8/16/2021","1629072000","404"
"8/17/2021","1629158400","527"
"8/18/2021","1629244800","429"
"8/19/2021","1629331200","436"
"8/20/2021","1629417600","371"
"8/21/2021","1629504000","274"
"8/22/2021","1629590400","267"
"8/23/2021","1629676800","242"
"8/24/2021","1629763200","799"
"8/25/2021","1629849600","1098"
"8/26/2021","1629936000","857"
"8/27/2021","1630022400","359"
"8/28/2021","1630108800","705"
"8/29/2021","1630195200","236"
"8/30/2021","1630281600","718"
"8/31/2021","1630368000","2309"
"9/1/2021","1630454400","26326"
"9/2/2021","1630540800","10205"
"9/3/2021","1630627200","9445"
"9/4/2021","1630713600","9721"
"9/5/2021","1630800000","11920"
"9/6/2021","1630886400","13301"
"9/7/2021","1630972800","12812"
"9/8/2021","1631059200","10976"
"9/9/2021","1631145600","18050"
"9/10/2021","1631232000","31163"
"9/11/2021","1631318400","106839"
"9/12/2021","1631404800","267608"
"9/13/2021","1631491200","115475"
