"Date(UTC)","UnixTimeStamp","Value"
"5/29/2021","1622246400","48"
"5/30/2021","1622332800","25"
"5/31/2021","1622419200","73"
"6/1/2021","1622505600","44"
"6/2/2021","1622592000","171"
"6/3/2021","1622678400","114"
"6/4/2021","1622764800","94"
"6/5/2021","1622851200","18"
"6/6/2021","1622937600","54"
"6/7/2021","1623024000","223"
"6/8/2021","1623110400","151"
"6/9/2021","1623196800","138"
"6/10/2021","1623283200","188"
"6/11/2021","1623369600","123"
"6/12/2021","1623456000","89"
"6/13/2021","1623542400","161"
"6/14/2021","1623628800","106"
"6/15/2021","1623715200","277"
"6/16/2021","1623801600","774"
"6/17/2021","1623888000","1797"
"6/18/2021","1623974400","1613"
"6/19/2021","1624060800","1523"
"6/20/2021","1624147200","1533"
"6/21/2021","1624233600","1625"
"6/22/2021","1624320000","3577"
"6/23/2021","1624406400","4100"
"6/24/2021","1624492800","3934"
"6/25/2021","1624579200","3911"
"6/26/2021","1624665600","3997"
"6/27/2021","1624752000","4236"
"6/28/2021","1624838400","4291"
"6/29/2021","1624924800","4338"
"6/30/2021","1625011200","4353"
"7/1/2021","1625097600","4364"
"7/2/2021","1625184000","4309"
"7/3/2021","1625270400","4321"
"7/4/2021","1625356800","4332"
"7/5/2021","1625443200","4504"
"7/6/2021","1625529600","4495"
"7/7/2021","1625616000","4346"
"7/8/2021","1625702400","4525"
"7/9/2021","1625788800","4632"
"7/10/2021","1625875200","4611"
"7/11/2021","1625961600","4631"
"7/12/2021","1626048000","4698"
"7/13/2021","1626134400","4755"
